0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,

Node A running in test, with test running for 2 minutes, messages generated twice per second



1,21.53.53,3.064,3,35940, 23358, 824, 24325, 16446, 41263,
1,21.55.41,111.164,3,5083, 7808, 27083, 30669, 2224, 17543, 14876, 1598, 41263, 64389, 38342, 824, 23358, 35940, 29536, 34160, 27793, 22736, 16446, 24325, 26048, 59740, 33202, 25595, 10427, 59416, 19930, 34776, 2624, 28000,

1,21.55.41,111.675,3,5083, 7808, 27083, 30669, 2224, 17543, 14876, 1598, 41263, 64389, 38342, 824, 23358, 35940, 34160, 27793, 22736, 16446, 24325, 26048, 59740, 33202, 25595, 18750, 10427, 59416, 19930, 34776, 2624, 28000,

1,21.55.42,112.187,3,5083, 7808, 27083, 30669, 2224, 17543, 14876, 1598, 41263, 64389, 38342, 824, 23358, 35940, 34160, 27793, 22736, 16446, 24325, 26048, 59740, 33202, 25595, 18750, 10427, 59416, 19930, 34776, 2624, 28000,

1,21.55.42,112.699,3,5083, 7808, 27083, 30669, 2224, 17543, 14876, 1598, 41263, 64389, 38342, 824, 23358, 35940, 34160, 27793, 22736, 16446, 24325, 26048, 59740, 33202, 25595, 18750, 10427, 59416, 19930, 34776, 2624, 28000,

1,21.55.43,113.21,3,5083, 7808, 27083, 30669, 2224, 17543, 14876, 1598, 41263, 64389, 38342, 824, 23358, 35940, 34160, 27793, 22736, 16446, 24325, 26048, 59740, 33202, 25595, 18750, 10427, 59416, 19930, 34776, 2624, 28000,

1,21.55.43,113.722,3,5083, 7808, 27083, 30669, 2224, 17543, 14876, 1598, 41263, 64389, 38342, 824, 23358, 35940, 34160, 27793, 22736, 16446, 24325, 26048, 59740, 33202, 25595, 18750, 10427, 59416, 19930, 34776, 2624, 28000,
S

