Logging started at 12.56.40
Logging started at 12.59.5 - 13.8.0 - 13.5.45

3,12.56.40,0.003,3,
3,12.56.46,6.658,2,sendHello,3,,0
3,12.56.50,10.4,2,sendHello,3,,0
3,12.56.54,14.45,2,sendRTS,3,4,1
3,12.56.59,19.238,6,True
3,12.56.59,19.243,3,
3,12.57.2,21.99,2,sendHello,3,,0
3,12.57.5,25.732,2,sendHello,3,,0
3,12.57.16,36.433,2,sendHello,3,,0
3,12.57.27,47.135,2,sendHello,3,,0
3,12.57.41,61.466,2,sendHello,3,,0
3,12.57.51,70.944,2,sendRTS,3,4,1
3,12.57.55,75.74,6,True
3,12.57.55,75.835,3,
3,12.57.55,75.844,2,sendHello,3,,0
3,12.58.9,89.672,2,sendHello,3,,0
3,12.58.15,95.224,2,sendHello,3,,0
3,12.58.20,100.483,2,sendHello,3,,0
3,12.58.24,104.828,2,sendHello,3,,0
3,12.58.32,111.905,2,sendHello,3,,0
3,12.58.35,115.646,2,sendHello,3,,0
3,12.58.44,124.73,2,sendRTS,3,4,1
3,12.58.49,129.503,6,True
3,12.58.49,129.508,3,
3,12.58.49,129.514,2,sendHello,3,,0
3,12.58.54,134.464,2,sendHello,3,,0
3,12.59.2,142.14,2,sendHello,3,,0
3,12.59.9,149.595,4,CTSAntiEntropy,No data frames received, CTS timeout!!
3,12.59.9,149.599,6,False
3,12.59.9,149.604,3,
3,12.59.12,152.028,2,sendHello,3,,0
3,12.59.25,165.731,2,sendHello,3,,0
3,12.59.32,172.513,4,CTSAntiEntropy,No data frames received, CTS timeout!!
3,12.59.32,172.518,6,False
3,12.59.32,172.523,3,
3,12.59.32,172.529,2,sendHello,3,,0
3,12.59.35,175.666,2,sendHello,3,,0
3,12.59.44,183.939,2,sendRTS,3,4,1
3,12.59.46,186.629,6,True
3,12.59.46,186.634,3,
3,12.59.48,188.453,2,sendHello,3,,0
3,12.59.55,195.811,4,CTSAntiEntropy,No data frames received, CTS timeout!!
3,12.59.55,195.816,6,False
3,12.59.55,195.821,3,
3,13.0.0,200.663,2,sendHello,3,,0
3,13.0.5,205.011,2,sendHello,3,,0
3,13.0.17,216.908,2,sendHello,3,,0
3,13.0.28,228.215,2,sendHello,3,,0
3,13.0.34,234.08,2,sendHello,3,,0
3,13.0.49,249.007,2,sendHello,3,,0
3,13.0.52,252.454,2,sendRTS,3,4,1
3,13.0.57,257.31,6,True
3,13.0.57,257.314,3,
3,13.1.1,261.177,2,sendHello,3,,0
3,13.1.13,273.773,2,sendHello,3,,0
3,13.1.21,281.137,2,sendHello,3,,0
3,13.1.35,295.465,2,sendHello,3,,0
3,13.1.46,306.754,2,sendRTS,3,4,1
3,13.1.47,307.177,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.181,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.186,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.191,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.283,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.289,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.295,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.301,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.306,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.312,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.407,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.413,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.419,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.425,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.43,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.436,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.532,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.538,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.552,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.557,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.563,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.569,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.666,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.672,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.678,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.683,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.689,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.784,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.79,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.47,307.796,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.1.51,311.532,6,True
3,13.1.51,311.537,3,
3,13.1.51,311.544,2,sendHello,3,,0
3,13.2.2,322.232,2,sendHello,3,,0
3,13.2.11,331.407,2,sendHello,3,,0
3,13.2.14,334.542,2,sendHello,3,,0
3,13.2.29,349.57,2,sendHello,3,,0
3,13.2.44,364.492,2,sendHello,3,,0
