Logging started at 17.24.48
8,17.24.48,0.004,3,
8,17.24.49,0.618,3,3621
8,17.24.49,1.231,3,3621
8,17.24.50,1.843,3,3621
8,17.24.51,2.455,3,3621
8,17.24.51,3.067,3,3621
8,17.24.52,3.678,3,3621
8,17.24.52,4.289,3,3621
8,17.24.53,4.903,3,3621
8,17.24.54,5.514,3,3621
8,17.24.54,6.126,3,3621
8,17.24.55,6.739,3,3621
8,17.24.55,7.35,3,3621
8,17.24.56,7.963,3,3621
8,17.24.56,7.969,2,sendHello,8,,0
8,17.24.56,8.086,3,3621
8,17.24.56,8.259,3,3621
8,17.24.56,8.266,2,sendRTS,8,9,1
8,17.24.57,8.693,2,sendRTS,8,9,1
8,17.24.57,8.932,2,sendRTS,8,9,1
8,17.24.59,11.199,6,True
8,17.24.59,11.204,3,724, 3621
8,17.24.59,11.212,3,724, 3621
8,17.24.59,11.219,2,sendHello,8,,0
8,17.24.59,11.335,3,724, 3621
8,17.25.0,11.677,3,724, 3621
8,17.25.0,12.219,3,724, 3621
8,17.25.1,12.426,3,724, 3621, 728
8,17.25.1,13.04,3,724, 3621, 728
8,17.25.2,13.654,3,724, 3621, 728
8,17.25.2,14.267,3,724, 3621, 728
8,17.25.3,14.881,3,724, 3621, 728
8,17.25.4,15.495,3,724, 3621, 728
8,17.25.4,16.108,3,724, 3621, 728
8,17.25.5,16.721,3,724, 3621, 728
8,17.25.6,17.436,3,724, 3621, 728
8,17.25.6,17.866,3,724, 3621, 728
8,17.25.7,18.48,3,724, 3621, 728, 2787
8,17.25.7,19.094,3,724, 3621, 728, 2787
8,17.25.8,19.708,3,724, 3621, 728, 2787
8,17.25.8,20.323,3,724, 3621, 728, 2787
8,17.25.9,20.937,3,724, 3621, 728, 2787
8,17.25.10,21.551,3,724, 3621, 728, 2787
8,17.25.10,22.165,3,724, 3621, 728, 2787
8,17.25.11,22.78,3,724, 3621, 728, 2787
8,17.25.11,23.224,3,724, 3621, 728, 2787
8,17.25.12,23.837,3,724, 3621, 728, 2787
8,17.25.12,24.178,3,724, 3621, 728, 2787
8,17.25.13,24.616,3,4042, 728, 3621, 724, 2787
8,17.25.13,25.233,3,4042, 728, 3621, 724, 2787
8,17.25.14,25.421,3,4042, 728, 3621, 724, 2787
8,17.25.14,25.58,3,4042, 728, 3621, 724, 2787
8,17.25.14,26.196,3,4042, 728, 3621, 724, 2787
8,17.25.15,26.811,3,4042, 2703, 728, 3621, 724, 2787
8,17.25.16,27.426,3,4042, 2703, 728, 3621, 724, 2787
8,17.25.16,28.041,3,4042, 2703, 728, 3621, 724, 2787
8,17.25.17,28.657,3,4042, 2703, 728, 3621, 724, 2787
8,17.25.17,29.272,3,4042, 2703, 728, 3621, 724, 2787
8,17.25.18,29.99,3,4042, 2703, 728, 3621, 724, 2787
8,17.25.19,30.607,3,4042, 2703, 728, 3621, 724, 2787
8,17.25.19,31.222,3,4042, 2703, 728, 3621, 724, 2787
8,17.25.20,31.837,3,4042, 2703, 728, 3621, 724, 2787
8,17.25.21,32.453,3,728, 3840, 4042, 2787, 724, 3621, 2703
8,17.25.21,33.07,3,728, 3840, 4042, 2787, 724, 3621, 2703
8,17.25.21,33.078,2,sendHello,8,,0
8,17.25.21,33.196,3,728, 3840, 4042, 2787, 724, 3621, 2703
8,17.25.22,33.811,3,728, 3840, 4042, 2787, 724, 3621, 2703
8,17.25.23,34.374,3,728, 3840, 4042, 2787, 724, 3621, 2703
8,17.25.29,40.912,6,False
8,17.25.29,40.916,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.29,40.926,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.30,41.542,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.30,41.946,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.30,41.958,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.31,42.574,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.31,43.019,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.32,43.432,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.32,44.154,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.33,44.772,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.34,45.388,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.34,46.004,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.35,46.621,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.35,46.948,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.35,47.154,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.36,47.769,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.36,48.011,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.36,48.026,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.36,48.036,2,sendHello,8,,0
8,17.25.36,48.156,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.37,48.464,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.37,48.917,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.37,49.107,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.37,49.119,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.38,49.521,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.38,49.728,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.39,50.371,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.39,50.987,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.40,51.603,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.40,52.219,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.41,52.835,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.41,53.135,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.41,53.247,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.42,53.451,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.42,54.069,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.43,54.687,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.43,55.303,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.44,55.919,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.45,56.536,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.45,56.757,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.45,57.172,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
8,17.25.46,57.791,3,728, 3840, 4042, 2787, 724, 3621, 249, 2703
