Logging started at 14.21.3
3,14.21.3,0.003,3,27, 28, 29, 30, 22, 23, 24, 25, 26
3,14.21.16,13.171,4,handleReceive,Saw an unknown packet type: 4
3,14.21.33,30.122,2,sendHello,3,,0
3,14.21.36,32.553,2,sendHello,3,,0
3,14.21.47,44.313,2,sendRTS,3,4,1
3,14.21.48,44.737,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,44.742,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,44.747,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,44.752,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,44.856,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,44.862,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,44.868,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,44.874,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,44.88,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,44.983,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,44.989,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,44.995,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.002,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.008,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.014,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.113,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.119,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.125,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.131,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.137,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.143,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.243,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.249,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.255,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.261,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.267,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.273,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.372,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.378,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.48,45.385,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.21.53,49.947,6,True
3,14.21.53,49.951,3,17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 16
3,14.21.53,49.959,2,sendHello,3,,0
3,14.21.58,54.793,6,False
3,14.21.58,54.797,3,23, 24, 25, 26, 27, 28, 29, 30, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22
3,14.21.58,54.9,2,sendHello,3,,0
3,14.22.4,61.129,2,sendHello,3,,0
3,14.22.8,65.189,2,sendHello,3,,0
3,14.22.35,92.306,2,sendHello,3,,0
3,14.22.41,98.244,6,True
3,14.22.41,98.248,3,23, 24, 25, 26, 27, 28, 29, 30, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22
3,14.22.41,98.256,2,sendHello,3,,0
3,14.23.15,131.541,2,sendHello,3,,0
3,14.23.18,134.616,2,sendRTS,3,4,1
3,14.23.18,134.947,2,sendRTS,3,4,1
3,14.23.18,135.366,2,sendRTS,3,4,1
3,14.23.19,135.891,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,135.99,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,135.996,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.002,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.008,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.014,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.02,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.118,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.124,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.13,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.136,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.142,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.241,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.247,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.253,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.259,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.265,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.271,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.37,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.376,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.383,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.389,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.395,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.4,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.497,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.19,136.503,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.20,136.509,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.20,136.516,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.20,136.522,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.20,136.526,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.23.56,172.601,4,RTSSendDataFrames,Data frame not received
3,14.23.56,172.606,6,False
3,14.23.56,172.609,3,23, 24, 25, 26, 27, 28, 29, 30, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22
3,14.23.56,172.617,2,sendHello,3,,0
3,14.24.3,179.934,6,True
3,14.24.3,179.939,3,23, 24, 25, 26, 27, 28, 29, 30, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22
3,14.24.3,180.143,2,sendHello,3,,0
3,14.24.6,183.152,2,sendRTS,3,4,1
3,14.24.7,183.566,2,sendRTS,3,4,1
3,14.24.7,183.98,2,sendRTS,3,4,1
3,14.24.9,186.196,6,False
3,14.24.9,186.201,3,23, 24, 25, 26, 27, 28, 29, 30, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22
3,14.24.13,190.275,2,sendHello,3,,0
3,14.24.24,201.353,2,sendRTS,3,4,1
3,14.24.25,201.68,2,sendRTS,3,4,1
3,14.24.25,202.112,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.24.25,202.117,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,14.24.25,202.123,4,RTSAntiEntropy,That strange error where  we can't decode a message
