Logging started at 13.57.49
4,13.57.49,0.003,3,30, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29
4,13.57.54,5.187,2,sendHello,4,,0
4,13.58.17,28.465,2,sendHello,4,,0
4,13.58.20,30.899,6,True
4,13.58.20,30.904,3,30, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29
4,13.58.29,39.659,2,sendHello,4,,0
4,13.58.32,43.394,2,sendHello,4,,0
4,13.58.36,46.74,2,sendHello,4,,0
4,13.58.41,52.606,2,sendHello,4,,0
4,13.58.56,67.053,2,sendHello,4,,0
4,13.59.4,75.34,2,sendHello,4,,0
4,13.59.12,82.694,2,sendHello,4,,0
4,13.59.21,91.772,6,True
4,13.59.21,91.775,3,30, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29
4,13.59.27,97.718,2,sendHello,4,,0
4,13.59.34,104.69,2,sendHello,4,,0
4,13.59.41,112.268,2,sendHello,4,,0
4,13.59.51,121.95,2,sendHello,4,,0
4,14.0.0,130.918,6,True
4,14.0.0,130.922,3,30, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29
4,14.0.5,135.657,2,sendHello,4,,0
4,14.0.29,159.877,4,handleReceive,Saw an unknown packet type: 4
4,14.0.34,164.691,2,sendHello,4,,0
4,14.0.38,169.536,2,sendHello,4,,0
4,14.0.43,174.33,6,False
4,14.0.43,174.335,3,30, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29
4,14.0.45,175.8,4,handleReceive,Saw an unknown packet type: 222
4,14.0.49,180.352,2,sendHello,4,,0
4,14.0.54,185.521,2,sendHello,4,,0
4,14.1.5,196.263,2,sendHello,4,,0
4,14.1.8,199.355,2,sendHello,4,,0
4,14.1.23,214.28,4,handleReceive,Saw an unknown packet type: 4
4,14.1.35,225.942,2,sendHello,4,,0
4,14.1.39,229.997,6,False
4,14.1.39,230.001,3,30, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29
4,14.1.48,239.511,2,sendHello,4,,0
4,14.1.59,250.374,2,sendHello,4,,0
4,14.2.7,258.267,2,sendHello,4,,0
4,14.2.12,263.358,2,sendHello,4,,0
4,14.2.19,269.882,6,True
4,14.2.19,269.886,3,30, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29
4,14.2.20,271.1,2,sendHello,4,,0
4,14.2.25,275.928,6,False
4,14.2.25,275.933,3,30, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29
4,14.2.30,281.363,2,sendHello,4,,0
4,14.2.33,284.617,2,sendHello,4,,0
4,14.2.40,291.491,2,sendHello,4,,0
4,14.2.43,294.14,2,sendHello,4,,0
4,14.2.49,299.909,2,sendHello,4,,0
4,14.2.54,304.976,2,sendHello,4,,0
4,14.3.4,315.48,2,sendHello,4,,0
