0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,
6,23.59.17,0.003,3,
6,23.59.18,0.614,3,
6,23.59.18,1.225,3,
6,23.59.19,1.836,3,
6,23.59.19,2.446,3,
6,23.59.20,3.056,3,
6,23.59.21,3.668,3,
6,23.59.21,4.277,3,
6,23.59.22,4.889,3,
6,23.59.22,5.499,3,
6,23.59.23,6.108,3,
6,23.59.24,6.719,3,
6,23.59.24,7.329,3,
6,23.59.25,7.94,3,
6,23.59.25,8.551,3,
6,23.59.26,9.162,3,
6,23.59.27,9.772,3,
6,23.59.27,10.382,3,
6,23.59.28,10.992,3,
6,23.59.29,11.603,3,
6,23.59.29,12.215,3,
6,23.59.30,12.824,3,
6,23.59.30,13.434,3,
6,23.59.31,14.045,3,
6,23.59.32,14.758,3,
6,23.59.32,15.37,3,
6,23.59.33,15.981,3,
6,23.59.34,16.592,3,
6,23.59.34,17.203,3,
6,23.59.35,17.813,3,
6,23.59.35,18.425,3,
6,23.59.36,19.034,3,
6,23.59.37,19.645,3,
6,23.59.37,20.256,3,
6,23.59.38,20.867,3,
6,23.59.38,21.477,3,
6,23.59.39,22.088,3,
6,23.59.40,22.697,3,
6,23.59.40,23.307,3,
6,23.59.41,23.919,3,
6,23.59.41,24.529,3,
6,23.59.42,25.139,3,
6,23.59.43,25.75,3,
6,23.59.43,26.359,3,
6,23.59.44,26.97,3,
6,23.59.45,27.581,3,
6,23.59.45,28.192,3,
6,23.59.46,28.802,3,
6,23.59.46,29.413,3,
6,23.59.47,30.124,3,
6,23.59.47,30.131,2,sendHello,6,,0
6,23.59.47,30.248,3,
6,23.59.48,30.859,3,
6,23.59.48,31.47,3,
6,23.59.49,32.081,3,
6,23.59.50,32.69,3,
6,23.59.50,33.302,3,
6,23.59.51,33.913,3,
6,23.59.51,34.523,3,
6,23.59.52,35.134,3,
6,23.59.53,35.743,3,
6,23.59.53,36.352,3,
6,23.59.54,36.963,3,
6,23.59.55,37.574,3,
6,23.59.55,38.185,3,
6,23.59.56,38.796,3,
6,23.59.56,39.406,3,
6,23.59.57,40.015,3,
6,23.59.58,40.627,3,
6,23.59.58,41.238,3,
6,23.59.59,41.848,3,
6,23.59.59,42.459,3,
6,0.0.0,43.067,3,
6,0.0.1,43.78,3,
6,0.0.1,44.392,3,
6,0.0.2,44.618,3,
6,0.0.2,44.624,3,
6,0.0.2,45.234,3,
6,0.0.3,45.845,3,
6,0.0.3,46.455,3,
6,0.0.4,47.064,3,
6,0.0.5,47.675,3,
6,0.0.5,48.284,3,
6,0.0.6,48.894,3,
6,0.0.6,49.505,3,
6,0.0.7,50.115,3,
6,0.0.8,50.725,3,
6,0.0.8,51.337,3,
6,0.0.9,51.946,3,
6,0.0.9,52.557,3,
6,0.0.10,53.167,3,
6,0.0.11,53.777,3,
6,0.0.11,54.388,3,
6,0.0.12,54.998,3,
6,0.0.13,55.609,3,
6,0.0.13,56.219,3,
6,0.0.14,56.829,3,
6,0.0.14,57.44,3,
6,0.0.15,58.05,3,
6,0.0.16,58.659,3,
6,0.0.16,59.269,3,
6,0.0.17,59.975,3,
6,0.0.18,60.588,3,
6,0.0.18,60.594,2,sendHello,6,,0
6,0.0.18,60.707,3,
6,0.0.18,61.033,3,
6,0.0.19,61.996,6,True
6,0.0.19,62.0,3,508, 461, 406, 3035
6,0.0.19,62.008,3,508, 461, 406, 3035
6,0.0.20,62.622,3,508, 461, 406, 3035
6,0.0.20,63.236,3,508, 461, 406, 3035
6,0.0.21,63.849,3,508, 461, 406, 3035
6,0.0.21,64.463,3,508, 461, 406, 3035
6,0.0.22,65.077,3,508, 461, 406, 3035
6,0.0.23,65.69,3,508, 461, 406, 3035
6,0.0.23,66.304,3,508, 461, 406, 3035
6,0.0.24,66.917,3,508, 461, 406, 3035
6,0.0.25,67.632,3,508, 461, 406, 3035
6,0.0.25,68.248,3,508, 461, 406, 3035
6,0.0.26,68.862,3,508, 461, 406, 3035
6,0.0.26,69.476,3,508, 461, 406, 3035
6,0.0.27,70.091,3,508, 461, 406, 3035
6,0.0.28,70.704,3,508, 461, 406, 3035
6,0.0.28,71.318,3,508, 461, 406, 3035
6,0.0.29,71.932,3,508, 461, 406, 3035
6,0.0.29,72.547,3,508, 461, 406, 3035
6,0.0.30,73.161,3,508, 461, 406, 3035
6,0.0.31,73.774,3,508, 461, 406, 3035
6,0.0.31,74.389,3,508, 461, 406, 3035
6,0.0.32,75.003,3,508, 461, 406, 3035
6,0.0.32,75.323,3,508, 461, 406, 3035
6,0.0.32,75.431,3,508, 461, 406, 3035
6,0.0.33,76.049,3,508, 461, 406, 3035
6,0.0.34,76.665,3,508, 461, 406, 3035
6,0.0.34,77.279,3,508, 461, 406, 3035
6,0.0.35,77.893,3,508, 461, 406, 3035
6,0.0.35,78.507,3,508, 461, 406, 3035
6,0.0.36,79.121,3,508, 461, 406, 3035
6,0.0.37,79.735,3,508, 461, 406, 3035
6,0.0.37,80.349,3,508, 461, 406, 3035
6,0.0.38,80.964,3,508, 461, 406, 3035
6,0.0.39,81.578,3,508, 461, 406, 3035
6,0.0.39,82.192,3,508, 461, 406, 3035
6,0.0.40,82.806,3,508, 461, 406, 3035
6,0.0.40,83.522,3,508, 461, 406, 3035
6,0.0.41,84.139,3,508, 461, 406, 3035
6,0.0.42,84.754,3,508, 461, 406, 3035
6,0.0.42,85.368,3,508, 461, 406, 3035
6,0.0.43,85.982,3,508, 461, 406, 3035
6,0.0.44,86.597,3,508, 461, 406, 3035
6,0.0.44,87.212,3,508, 461, 406, 3035
6,0.0.45,87.826,3,508, 461, 406, 3035
6,0.0.45,88.44,3,508, 461, 406, 3035
6,0.0.46,89.055,3,508, 461, 406, 3035
6,0.0.47,89.669,3,508, 461, 406, 3035
6,0.0.47,90.283,3,508, 461, 406, 3035
6,0.0.48,90.896,3,508, 461, 406, 3035
6,0.0.48,90.904,2,sendHello,6,,0
6,0.0.48,91.121,3,508, 461, 406, 3035
6,0.0.49,91.738,3,508, 461, 406, 3035
6,0.0.49,92.354,3,508, 461, 406, 3035
6,0.0.50,92.969,3,508, 461, 406, 3035
6,0.0.51,93.584,3,508, 461, 406, 3035
6,0.0.51,94.197,3,508, 461, 406, 3035
6,0.0.52,94.812,3,508, 461, 406, 3035
6,0.0.52,95.427,3,508, 461, 406, 3035
6,0.0.53,96.04,3,508, 461, 406, 3035
6,0.0.54,96.654,3,508, 461, 406, 3035
6,0.0.54,97.267,3,508, 461, 406, 3035
6,0.0.55,97.882,3,508, 461, 406, 3035
6,0.0.55,98.496,3,508, 461, 406, 3035
6,0.0.56,99.211,3,508, 461, 406, 3035
6,0.0.57,99.827,3,508, 461, 406, 3035
6,0.0.57,100.442,3,508, 461, 406, 3035
6,0.0.58,101.056,3,508, 461, 406, 3035
6,0.0.59,101.67,3,508, 461, 406, 3035
6,0.0.59,102.284,3,508, 461, 406, 3035
6,0.1.0,102.898,3,508, 461, 406, 3035
6,0.1.0,103.513,3,508, 461, 406, 3035
6,0.1.1,104.127,3,508, 461, 406, 3035
6,0.1.2,104.741,3,508, 461, 406, 3035
6,0.1.2,105.355,3,508, 461, 406, 3035
6,0.1.3,105.714,3,508, 461, 406, 3035
6,0.1.3,105.724,3,508, 461, 406, 3035
6,0.1.3,106.339,3,508, 461, 406, 3035
6,0.1.4,107.051,3,508, 461, 406, 3035
6,0.1.5,107.668,3,508, 461, 406, 3035
6,0.1.5,108.282,3,508, 461, 406, 3035
6,0.1.6,108.896,3,508, 461, 406, 3035
6,0.1.6,109.511,3,508, 461, 406, 3035
6,0.1.7,110.124,3,508, 461, 406, 3035
6,0.1.8,110.739,3,508, 461, 406, 3035
6,0.1.8,111.353,3,508, 461, 406, 3035
6,0.1.9,111.968,3,508, 461, 406, 3035
6,0.1.10,112.583,3,508, 461, 406, 3035
6,0.1.10,113.196,3,508, 461, 406, 3035
6,0.1.11,113.81,3,508, 461, 406, 3035
6,0.1.11,114.425,3,508, 461, 406, 3035
6,0.1.12,115.139,3,508, 461, 406, 3035
6,0.1.13,115.756,3,508, 461, 406, 3035
6,0.1.13,116.369,3,508, 461, 406, 3035
6,0.1.14,116.983,3,508, 461, 406, 3035
6,0.1.15,117.597,3,508, 461, 406, 3035
6,0.1.15,118.212,3,508, 461, 406, 3035
6,0.1.16,118.826,3,508, 461, 406, 3035
6,0.1.16,119.44,3,508, 461, 406, 3035
6,0.1.17,120.055,3,508, 461, 406, 3035
6,0.1.18,120.669,3,508, 461, 406, 3035
6,0.1.18,121.284,3,508, 461, 406, 3035
6,0.1.18,121.292,2,sendHello,6,,0
6,0.1.18,121.41,3,508, 461, 406, 3035
6,0.1.19,122.126,3,508, 461, 406, 3035
6,0.1.20,122.742,3,508, 461, 406, 3035
6,0.1.20,123.356,3,508, 461, 406, 3035
6,0.1.21,123.971,3,508, 461, 406, 3035
6,0.1.22,124.586,3,508, 461, 406, 3035
6,0.1.22,125.2,3,508, 461, 406, 3035
6,0.1.23,125.814,3,508, 461, 406, 3035
6,0.1.23,126.429,3,508, 461, 406, 3035
6,0.1.24,127.043,3,508, 461, 406, 3035
6,0.1.25,127.657,3,508, 461, 406, 3035
6,0.1.25,128.271,3,508, 461, 406, 3035
6,0.1.26,128.886,3,508, 461, 406, 3035
