Logging started at 13.14.1
1,13.14.1,0.003,3,30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29
1,13.14.5,3.777,2,sendRTS,1,3,1
1,13.14.5,4.047,2,sendRTS,1,3,1
1,13.14.5,4.456,2,sendRTS,1,3,1
1,13.14.6,4.866,6,False
1,13.14.6,4.87,3,30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29
1,13.14.15,14.133,2,sendHello,1,,0
1,13.14.17,15.798,2,sendRTS,1,4,1
1,13.14.17,16.206,2,sendRTS,1,4,1
1,13.14.17,16.617,2,sendRTS,1,4,1
1,13.14.18,17.027,6,False
1,13.14.18,17.033,3,30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29
1,13.14.20,19.663,2,sendRTS,1,3,1
1,13.14.21,20.073,2,sendRTS,1,3,1
1,13.14.21,20.482,2,sendRTS,1,3,1
1,13.14.22,20.891,6,False
1,13.14.22,20.896,3,30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29
1,13.14.22,21.109,2,sendRTS,1,4,1
1,13.14.22,21.443,2,sendRTS,1,4,1
1,13.14.23,21.962,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.063,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.069,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.075,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.08,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.086,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.185,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.192,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.198,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.203,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.209,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.215,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.312,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.319,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.325,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.33,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.336,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.342,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.441,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.447,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.453,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.458,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.464,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.47,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.569,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.575,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.581,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.587,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.592,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.23,22.598,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.28,27.517,6,True
1,13.14.28,27.522,3,30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29
1,13.14.29,27.733,2,sendRTS,1,2,1
1,13.14.30,29.158,2,sendRTS,1,2,1
1,13.14.32,31.374,2,sendRTS,1,2,1
1,13.14.34,33.011,6,False
1,13.14.34,33.016,3,30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29
1,13.14.34,33.024,2,sendHello,1,,0
1,13.14.53,52.397,2,sendHello,1,,0
1,13.14.54,53.534,2,sendRTS,1,3,1
1,13.14.55,53.958,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.55,53.964,4,RTSAntiEntropy,That strange error where  we can't decode a message
1,13.14.55,53.969,4,RTSAntiEntropy,That strange error where  we can't decode a message
