Logging started at 13.13.38
3,13.13.39,0.003,3,
3,13.13.46,7.779,2,sendRTS,3,4,1
3,13.13.47,8.202,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.207,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.212,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.217,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.222,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.227,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.328,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.334,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.34,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.346,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.353,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.452,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.459,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.465,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.471,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.477,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.482,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.583,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.59,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.596,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.602,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.607,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.613,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.708,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.715,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.721,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.727,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.732,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.738,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.47,8.833,4,RTSAntiEntropy,That strange error where  we can't decode a message
3,13.13.51,12.572,6,True
3,13.13.51,12.577,3,
3,13.13.51,12.584,2,sendHello,3,,0
3,13.13.56,17.388,6,False
3,13.13.56,17.393,3,23, 1, 2, 3, 4, 5, 6, 24, 25, 7, 26, 27, 28, 14, 15, 16, 17, 18, 19, 20, 21, 22
3,13.13.59,20.693,2,sendHello,3,,0
3,13.14.4,25.164,2,sendHello,3,,0
3,13.14.7,28.675,4,CTSAntiEntropy,No data frames received, CTS timeout!!
3,13.14.7,28.68,6,False
3,13.14.7,28.685,3,23, 1, 2, 3, 4, 5, 6, 24, 25, 7, 26, 27, 28, 14, 15, 16, 17, 18, 19, 20, 21, 22
3,13.14.13,34.52,2,sendHello,3,,0
3,13.14.20,41.05,2,sendHello,3,,0
3,13.14.21,42.811,4,CTSAntiEntropy,No data frames received, CTS timeout!!
3,13.14.21,42.815,6,False
3,13.14.21,42.82,3,23, 1, 2, 3, 4, 5, 6, 24, 25, 7, 26, 27, 28, 14, 15, 16, 17, 18, 19, 20, 21, 22
3,13.14.29,50.546,2,sendHello,3,,0
3,13.14.33,54.402,2,sendHello,3,,0
3,13.14.38,59.791,4,CTSAntiEntropy,No data frames received, CTS timeout!!
3,13.14.38,59.795,6,False
