Logging started at 12.52.54
4,12.52.54,0.003,3,
4,12.53.9,14.487,2,sendHello,4,,0
4,12.53.11,17.013,2,sendHello,4,,0
Logging started at 12.54.19
4,12.54.19,0.002,3,
4,12.54.24,4.831,2,sendHello,4,,0
4,12.54.32,12.186,2,sendHello,4,,0
4,12.54.42,22.556,2,sendHello,4,,0
4,12.54.57,37.148,2,sendHello,4,,0
4,12.55.4,44.5,2,sendHello,4,,0
4,12.55.17,57.886,2,sendHello,4,,0
Logging started at 12.56.45
4,12.56.45,0.002,3,
4,12.56.54,9.028,2,sendHello,4,,0
4,12.56.56,11.028,6,True
4,12.56.56,11.033,3,
4,12.57.0,15.261,2,sendHello,4,,0
4,12.57.8,23.153,2,sendHello,4,,0
4,12.57.14,29.303,2,sendHello,4,,0
4,12.57.20,35.063,2,sendHello,4,,0
4,12.57.25,40.607,2,sendHello,4,,0
4,12.57.29,44.558,2,sendHello,4,,0
4,12.57.40,54.927,2,sendHello,4,,0
4,12.57.50,65.522,2,sendHello,4,,0
4,12.57.52,67.53,6,True
4,12.57.52,67.535,3,
4,12.58.3,78.697,2,sendHello,4,,0
4,12.58.6,81.227,2,sendHello,4,,0
4,12.58.19,94.456,2,sendHello,4,,0
4,12.58.26,101.044,2,sendHello,4,,0
4,12.58.37,112.466,2,sendHello,4,,0
4,12.58.44,119.215,2,sendHello,4,,0
4,12.58.46,121.293,6,True
4,12.58.46,121.298,3,
4,12.58.57,132.489,2,sendHello,4,,0
4,12.59.21,156.683,2,sendHello,4,,0
4,12.59.43,178.518,2,sendHello,4,,0
4,12.59.45,180.596,6,True
4,12.59.45,180.601,3,
4,13.0.13,208.466,2,sendHello,4,,0
4,13.0.18,213.728,2,sendHello,4,,0
4,13.0.31,226.239,2,sendHello,4,,0
4,13.0.39,233.912,2,sendHello,4,,0
4,13.0.48,243.68,2,sendHello,4,,0
4,13.0.52,247.032,2,sendHello,4,,0
4,13.0.54,249.101,6,True
4,13.0.54,249.105,3,
4,13.0.57,252.128,2,sendHello,4,,0
4,13.1.9,264.026,2,sendHello,4,,0
4,13.1.21,276.751,2,sendHello,4,,0
4,13.1.34,289.534,2,sendHello,4,,0
4,13.1.46,301.332,2,sendHello,4,,0
4,13.1.48,303.323,6,True
4,13.1.48,303.328,3,
4,13.2.0,315.6,2,sendHello,4,,0
4,13.2.14,329.434,2,sendHello,4,,0
4,13.2.20,335.579,2,sendHello,4,,0
4,13.2.24,339.314,2,sendHello,4,,0
4,13.2.37,352.422,2,sendHello,4,,0
4,13.2.47,362.004,2,sendHello,4,,0
4,13.2.49,363.99,6,True
4,13.2.49,363.995,3,
4,13.2.50,365.812,2,sendHello,4,,0
4,13.2.56,371.081,2,sendHello,4,,0
4,13.3.10,385.038,2,sendHello,4,,0
4,13.3.13,388.27,2,sendHello,4,,0
4,13.3.23,397.873,2,sendHello,4,,0
4,13.3.30,405.228,2,sendHello,4,,0
4,13.3.35,410.386,2,sendHello,4,,0
4,13.3.44,419.273,2,sendHello,4,,0
4,13.3.57,431.903,2,sendHello,4,,0
4,13.3.59,433.987,6,True
4,13.3.59,433.992,3,
4,13.4.7,442.043,2,sendHello,4,,0
4,13.4.11,446.381,2,sendHello,4,,0
4,13.4.24,458.895,2,sendHello,4,,0
4,13.4.31,465.971,2,sendHello,4,,0
4,13.4.41,476.069,2,sendHello,4,,0
4,13.4.54,489.188,2,sendHello,4,,0
4,13.4.56,491.183,6,True
4,13.4.56,491.188,3,
4,13.5.0,494.912,2,sendHello,4,,0
4,13.5.5,500.785,2,sendHello,4,,0
4,13.5.26,520.927,2,sendHello,4,,0
4,13.5.29,524.657,2,sendHello,4,,0
4,13.5.42,536.954,2,sendHello,4,,0
4,13.5.45,540.37,6,True
4,13.5.45,540.375,3,1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30
4,13.5.46,540.985,2,sendHello,4,,0
4,13.5.54,549.471,2,sendHello,4,,0
4,13.5.56,551.131,4,CTSAntiEntropy,No data frames received, CTS timeout!!
4,13.5.56,551.136,6,False
4,13.5.56,551.237,3,1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30
4,13.6.2,557.215,2,sendHello,4,,0
4,13.6.7,562.603,6,False
4,13.6.7,562.607,3,1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30
