0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,
2,23.23.51,0.003,3,
2,23.23.51,0.612,3,
2,23.23.51,0.618,3,
2,23.23.51,0.623,2,sendHello,2,,0
2,23.23.52,0.736,3,
2,23.23.52,0.742,3,
2,23.23.52,0.747,2,sendHello,2,,0
2,23.23.52,0.861,3,
2,23.23.52,0.866,3,
2,23.23.52,1.476,3,
2,23.23.52,1.482,3,
2,23.23.53,2.089,3,
2,23.23.53,2.095,3,
2,23.23.54,2.702,3,
2,23.23.54,2.708,3,
2,23.23.54,3.117,3,
2,23.23.54,3.123,3,
2,23.23.54,3.128,1,RTSAntiEntropy,Starting to send RTS...
2,23.23.54,3.133,2,sendRTS,2,6,1
2,23.23.55,3.695,1,RTSAntiEntropy,CTS recieved - sending data frames
2,23.23.55,3.827,1,RTSSendDataFrames,No new data - starting to send empty packets now
2,23.23.57,6.197,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.23.57,6.223,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.23.57,6.375,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.23.57,6.525,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.23.58,6.789,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.23.58,6.814,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.23.58,6.819,2,sendHello,2,,0
2,23.23.58,6.933,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.23.58,7.078,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.23.58,7.201,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.23.58,7.227,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.23.59,7.958,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.23.59,7.984,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.23.59,8.591,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.23.59,8.616,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.0,9.347,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.0,9.372,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.1,9.982,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.1,10.128,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.2,10.718,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.2,10.743,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.2,10.974,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.2,11.121,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.2,11.338,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.2,11.363,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.2,11.545,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.3,11.69,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.3,11.958,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.3,11.984,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.3,12.377,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.3,12.403,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.3,12.578,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.3,12.604,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.4,12.993,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.4,13.02,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.4,13.198,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.4,13.343,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.5,13.665,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.5,13.692,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.5,14.3,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.5,14.446,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.6,15.057,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.6,15.082,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.7,15.692,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.7,15.833,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.7,16.52,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.7,16.546,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.8,16.921,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.8,16.947,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.8,17.189,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.8,17.215,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.8,17.541,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
2,23.24.8,17.567,3,59179, 1333, 26130, 33306, 55659, 63646, 18429, 63167, 59464, 25657, 26049, 19402, 54133, 19911, 2681, 45445, 63938, 37742
