0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,
2,23.11.49,0.003,3,
2,23.11.50,0.611,3,
2,23.11.50,0.617,3,
2,23.11.51,1.226,3,
2,23.11.51,1.232,3,
2,23.11.51,1.84,3,
2,23.11.51,1.846,3,
2,23.11.52,2.453,3,
2,23.11.52,2.459,3,
2,23.11.52,3.066,3,
2,23.11.52,3.072,3,
2,23.11.53,3.679,3,
2,23.11.53,3.685,3,
2,23.11.54,4.291,3,
2,23.11.54,4.297,3,
2,23.11.54,4.905,3,
2,23.11.54,4.91,3,
2,23.11.55,5.517,3,
2,23.11.55,5.523,3,
2,23.11.55,6.13,3,
2,23.11.56,6.136,3,
2,23.11.56,6.742,3,
2,23.11.56,6.748,3,
2,23.11.57,7.356,3,
2,23.11.57,7.362,3,
2,23.11.57,8.102,3,
2,23.11.57,8.108,3,
2,23.11.58,8.716,3,
2,23.11.58,8.722,3,
2,23.11.59,9.147,3,
2,23.11.59,9.153,3,
2,23.11.59,9.157,1,RTSAntiEntropy,Starting to send RTS...
2,23.11.59,9.162,2,sendRTS,2,6,1
2,23.11.59,9.596,1,RTSAntiEntropy,CTS recieved - sending data frames
2,23.11.59,9.603,1,RTSSendDataFrames,No new data - starting to send empty packets now
2,23.12.1,11.947,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.1,12.084,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.1,12.09,2,sendHello,2,,0
2,23.12.2,12.217,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.2,12.242,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.2,12.537,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.2,12.687,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.2,12.95,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.2,12.976,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.3,13.157,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.3,13.303,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.3,13.912,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.3,13.937,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.4,14.545,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.4,14.689,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.5,15.298,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.5,15.323,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.5,16.048,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.5,16.073,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.6,16.467,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.6,16.492,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.6,16.953,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.6,16.979,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.7,17.293,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.7,17.318,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.7,17.706,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.7,17.732,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.7,17.911,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.7,17.937,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.8,18.361,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.8,18.386,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.8,18.392,2,sendHello,2,,0
2,23.12.8,18.505,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.8,18.652,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.8,18.657,2,sendHello,2,,0
2,23.12.8,18.771,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.8,18.796,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.8,18.945,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.8,19.098,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.9,19.36,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
2,23.12.9,19.383,3,11879, 27099, 31231, 62643, 38299, 60168, 55069, 19285, 52400, 48116, 33721, 35150, 18726, 60731, 35677, 25362, 302
