0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,
2,23.5.50,0.003,3,
2,23.5.51,0.612,3,
2,23.5.51,0.618,3,
2,23.5.51,0.622,2,sendHello,2,,0
2,23.5.51,0.736,3,
2,23.5.51,0.742,3,
2,23.5.52,1.349,3,
2,23.5.52,1.355,3,
2,23.5.52,1.962,3,
2,23.5.52,1.968,3,
2,23.5.53,2.576,3,
2,23.5.53,2.581,3,
2,23.5.53,3.189,3,
2,23.5.54,3.195,3,
2,23.5.54,3.802,3,
2,23.5.54,3.808,3,
2,23.5.55,4.416,3,
2,23.5.55,4.422,3,
2,23.5.55,4.426,2,sendHello,2,,0
2,23.5.55,4.538,3,
2,23.5.55,4.544,3,
2,23.5.55,5.152,3,
2,23.5.55,5.158,3,
2,23.5.56,5.556,3,
2,23.5.56,5.562,3,
2,23.5.56,5.695,1,RTSAntiEntropy,Starting to send RTS...
2,23.5.56,5.7,2,sendRTS,2,6,1
2,23.5.56,6.17,1,RTSAntiEntropy,CTS recieved - sending data frames
2,23.5.56,6.178,1,RTSSendDataFrames,No new data - starting to send empty packets now
2,23.5.59,8.684,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.5.59,8.709,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.5.59,9.071,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.5.59,9.096,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.0,9.309,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.0,9.333,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.0,10.069,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.0,10.093,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.1,10.703,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.1,10.727,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.2,11.466,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.2,11.492,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.2,12.101,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.2,12.125,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.3,12.849,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.3,12.874,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.3,12.998,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.3,13.024,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.4,13.413,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.4,13.437,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.4,13.619,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.4,13.643,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.4,14.033,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.4,14.058,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.5,14.262,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.5,14.287,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.5,14.652,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.5,14.677,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.5,14.858,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.5,15.014,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.6,15.271,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.6,15.296,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.6,15.478,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.6,15.634,3,30956, 36857, 54177, 5409, 27986, 13860, 47944, 63654, 21037, 33104, 6079, 43370, 19392, 46950, 62064, 4876, 23714
2,23.6.6,15.64,2,sendHello,2,,0
