0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,
6,23.39.20,0.003,3,
6,23.39.21,0.615,3,
6,23.39.22,1.226,3,
6,23.39.22,1.837,3,
6,23.39.23,2.448,3,
6,23.39.23,3.057,3,
6,23.39.24,3.668,3,
6,23.39.25,4.278,3,
6,23.39.25,4.888,3,
6,23.39.26,5.5,3,
6,23.39.26,6.109,3,
6,23.39.27,6.72,3,
6,23.39.28,7.331,3,
6,23.39.28,7.941,3,
6,23.39.29,8.551,3,
6,23.39.29,9.162,3,
6,23.39.30,9.773,3,
6,23.39.31,10.384,3,
6,23.39.31,10.39,2,sendHello,6,,0
6,23.39.31,10.506,3,
6,23.39.31,10.829,3,
6,23.39.32,11.785,6,True
6,23.39.32,11.789,3,1680, 3297
6,23.39.32,11.898,3,1680, 3297
6,23.39.33,12.513,3,1680, 3297
6,23.39.33,13.129,3,1680, 3297
6,23.39.34,13.742,3,1680, 3297
6,23.39.35,14.355,3,1680, 3297
6,23.39.35,14.968,3,1680, 3297
6,23.39.35,15.133,3,1680, 3297
6,23.39.35,15.143,3,1680, 3297
6,23.39.36,15.756,3,1680, 3297
6,23.39.37,16.369,3,1680, 3297
6,23.39.37,16.982,3,1680, 3297
6,23.39.38,17.595,3,1680, 3297
6,23.39.38,18.208,3,1680, 3297
6,23.39.39,18.819,3,1680, 3297
6,23.39.40,19.431,3,1680, 3297
6,23.39.40,20.045,3,1680, 3297
6,23.39.41,20.658,3,1680, 3297
6,23.39.41,20.765,2,sendHello,6,,0
6,23.39.41,20.883,3,1680, 3297
6,23.39.41,21.207,3,1680, 3297
6,23.39.43,22.221,6,True
6,23.39.43,22.226,3,1680, 3297
6,23.39.43,22.234,3,1680, 3297
6,23.39.43,22.847,3,1680, 3297
6,23.39.44,23.461,3,1680, 3297
6,23.39.44,24.073,3,1680, 3297
6,23.39.45,24.685,3,1680, 3297
6,23.39.46,25.298,3,1680, 3297
6,23.39.46,25.577,3,1680, 3297
6,23.39.46,25.587,3,1680, 3297
6,23.39.46,26.2,3,1680, 3297
6,23.39.47,26.813,3,1680, 3297
6,23.39.48,27.426,3,1680, 3297
6,23.39.48,28.141,3,1680, 3297
6,23.39.49,28.756,3,1680, 3297
6,23.39.50,29.37,3,1680, 3297
6,23.39.50,29.983,3,1680, 3297
6,23.39.51,30.595,3,1680, 3297
6,23.39.51,31.209,3,1680, 3297
6,23.39.51,31.215,2,sendHello,6,,0
6,23.39.52,31.332,3,1680, 3297
6,23.39.52,31.659,3,1680, 3297
6,23.39.53,32.624,6,True
6,23.39.53,32.629,3,1680, 3297, 3696
6,23.39.53,32.637,3,1680, 3297, 3696
6,23.39.54,33.251,3,1680, 3297, 3696
6,23.39.54,33.864,3,1680, 3297, 3696
6,23.39.55,34.478,3,1680, 3297, 3696
6,23.39.55,35.091,3,1680, 3297, 3696
6,23.39.56,35.802,3,1680, 3297, 3696
6,23.39.56,35.991,3,1680, 3297, 3696
6,23.39.56,36.003,3,1680, 3297, 3696
6,23.39.57,36.619,3,1680, 3297, 3696
6,23.39.58,37.232,3,1680, 3297, 3696
6,23.39.58,37.845,3,1680, 3297, 3696
6,23.39.59,38.459,3,1680, 3297, 3696
6,23.39.59,39.073,3,1680, 3297, 3696
6,23.40.0,39.686,3,1680, 3297, 3696
6,23.40.1,40.299,3,1680, 3297, 3696
6,23.40.1,40.914,3,1680, 3297, 3696
6,23.40.2,41.527,3,1680, 3297, 3696
6,23.40.2,41.535,2,sendHello,6,,0
6,23.40.2,41.651,3,1680, 3297, 3696
6,23.40.2,41.981,3,1680, 3297, 3696
6,23.40.3,42.949,6,True
6,23.40.3,42.954,3,1680, 3297, 3696
6,23.40.3,42.962,3,1680, 3297, 3696
6,23.40.4,43.576,3,1680, 3297, 3696
6,23.40.4,44.19,3,1680, 3297, 3696
6,23.40.5,44.804,3,1680, 3297, 3696
6,23.40.6,45.418,3,1680, 3297, 3696
6,23.40.6,46.031,3,1680, 3297, 3696
6,23.40.7,46.307,3,1680, 3297, 3696
6,23.40.7,46.317,3,1680, 3297, 3696
6,23.40.7,46.93,3,1680, 3297, 3696
6,23.40.8,47.545,3,1680, 3297, 3696
6,23.40.8,48.158,3,1680, 3297, 3696
6,23.40.9,48.772,3,1680, 3297, 3696
6,23.40.10,49.484,3,1680, 3297, 3696
6,23.40.10,50.1,3,1680, 3297, 3696
6,23.40.11,50.715,3,1680, 3297, 3696
6,23.40.12,51.329,3,1680, 3297, 3696
6,23.40.12,51.942,3,1680, 3297, 3696
6,23.40.12,51.95,2,sendHello,6,,0
6,23.40.12,52.066,3,1680, 3297, 3696
6,23.40.13,52.506,3,1680, 3297, 3696
6,23.40.14,53.468,6,True
6,23.40.14,53.472,3,1680, 3297, 3696
6,23.40.14,53.481,3,1680, 3297, 3696
6,23.40.14,54.095,3,1680, 3297, 3696
6,23.40.15,54.709,3,1680, 3297, 3696
6,23.40.16,55.323,3,1680, 3297, 3696
6,23.40.16,56.037,3,1680, 3297, 3696
6,23.40.17,56.652,3,1680, 3297, 3696
6,23.40.18,57.267,3,1680, 3297, 3696
6,23.40.18,57.881,3,1680, 3297, 3696
6,23.40.19,58.496,3,1680, 3297, 3696
6,23.40.19,59.11,3,1680, 3297, 3696
6,23.40.20,59.723,3,1680, 3297, 3696
6,23.40.21,60.338,3,1680, 3297, 3696
6,23.40.21,60.951,3,1680, 3297, 3696
6,23.40.22,61.565,3,1680, 3297, 3696
6,23.40.22,62.178,3,1680, 3297, 3696
6,23.40.22,62.186,2,sendHello,6,,0
6,23.40.23,62.303,3,1680, 3297, 3696
6,23.40.23,62.919,3,1680, 3297, 3696
6,23.40.24,63.629,3,1680, 3297, 3696
6,23.40.25,64.245,3,1680, 3297, 3696
6,23.40.25,64.859,3,1680, 3297, 3696
6,23.40.26,65.473,3,1680, 3297, 3696
6,23.40.26,66.088,3,1680, 3297, 3696
6,23.40.27,66.702,3,1680, 3297, 3696
6,23.40.27,66.86,3,1680, 3297, 3696
6,23.40.27,66.87,3,1680, 3297, 3696
6,23.40.28,67.484,3,1680, 3297, 3696
6,23.40.28,68.097,3,1680, 3297, 3696
6,23.40.29,68.711,3,1680, 3297, 3696
6,23.40.30,69.325,3,1680, 3297, 3696
6,23.40.30,69.939,3,1680, 3297, 3696
6,23.40.31,70.553,3,1680, 3297, 3696
6,23.40.32,71.264,3,1680, 3297, 3696
6,23.40.32,71.881,3,1680, 3297, 3696
6,23.40.33,72.495,3,1680, 3297, 3696
6,23.40.33,72.503,2,sendHello,6,,0
6,23.40.33,72.619,3,1680, 3297, 3696
6,23.40.33,72.951,3,1680, 3297, 3696
6,23.40.34,73.923,6,True
6,23.40.34,73.928,3,1680, 3696, 3297, 3172, 3677
6,23.40.34,73.937,3,1680, 3696, 3297, 3172, 3677
6,23.40.35,74.552,3,1680, 3696, 3297, 3172, 3677
6,23.40.35,75.168,3,1680, 3696, 3297, 3172, 3677
6,23.40.36,75.783,3,1680, 3696, 3297, 3172, 3677
6,23.40.37,76.497,3,1680, 3696, 3297, 3172, 3677
6,23.40.37,77.114,3,1680, 3696, 3297, 3172, 3677
6,23.40.38,77.283,3,1680, 3696, 3297, 3172, 3677
6,23.40.38,77.295,3,1680, 3696, 3297, 3172, 3677
6,23.40.38,77.91,3,1680, 3696, 3297, 3172, 3677
6,23.40.39,78.525,3,1680, 3696, 3297, 3172, 3677
6,23.40.39,79.14,3,1680, 3696, 3297, 3172, 3677
6,23.40.40,79.756,3,1680, 3696, 3297, 3172, 3677
6,23.40.41,80.371,3,1680, 3696, 3297, 3172, 3677
6,23.40.41,80.986,3,1680, 3696, 3297, 3172, 3677
6,23.40.42,81.601,3,1680, 3696, 3297, 3172, 3677
6,23.40.43,82.315,3,1680, 3696, 3297, 3172, 3677
6,23.40.43,82.933,3,1680, 3696, 3297, 3172, 3677
6,23.40.43,82.942,2,sendHello,6,,0
6,23.40.43,83.059,3,1680, 3696, 3297, 3172, 3677
6,23.40.44,83.458,3,1680, 3696, 3297, 3172, 3677
6,23.40.45,84.636,6,True
6,23.40.45,84.641,3,1680, 3696, 3297, 3172, 3677
6,23.40.45,84.651,3,1680, 3696, 3297, 3172, 3677
6,23.40.46,85.266,3,1680, 3696, 3297, 3172, 3677
6,23.40.46,85.881,3,1680, 3696, 3297, 3172, 3677
6,23.40.47,86.497,3,1680, 3696, 3297, 3172, 3677
6,23.40.47,87.213,3,1680, 3696, 3297, 3172, 3677
6,23.40.48,87.83,3,1680, 3696, 3297, 3172, 3677
6,23.40.49,88.446,3,1680, 3696, 3297, 3172, 3677
6,23.40.49,89.061,3,1680, 3696, 3297, 3172, 3677
6,23.40.50,89.676,3,1680, 3696, 3297, 3172, 3677
6,23.40.51,90.292,3,1680, 3696, 3297, 3172, 3677
6,23.40.51,90.907,3,1680, 3696, 3297, 3172, 3677
6,23.40.52,91.522,3,1680, 3696, 3297, 3172, 3677
6,23.40.52,92.136,3,1680, 3696, 3297, 3172, 3677
6,23.40.53,92.753,3,1680, 3696, 3297, 3172, 3677
6,23.40.54,93.368,3,1680, 3696, 3297, 3172, 3677
6,23.40.54,93.476,2,sendHello,6,,0
6,23.40.54,93.596,3,1680, 3696, 3297, 3172, 3677
